Q2	Q3504248
Q4429009	Q5
Q4429273	Q5
Q4430657	Q5
Q4430681	Q5398426
Q4438797	Q7397
Q4443199	Q839954 Q7321974
Q4444191	Q4830453
Q4446092	Q5
Q4446304	Q417841
Q4446564	Q285451
Q4449268	Q11424
Q4450268	Q5
Q4454243	Q11173
Q4463211	Q4022
Q4463797	Q5
Q4469971	Q5
Q4470102	Q5
Q4473722	Q4830453
Q4476057	Q5
Q4483327	Q5
Q4489396	Q309100
Q4492491	Q425967
Q4492609	Q18534542
Q4495776	Q5
Q4496589	Q5
Q4497483	Q5
Q4497518	Q5
Q4500148	Q11424
Q4502820	Q532
Q4507452	Q717040 Q11424
Q4516533	Q5
Q4521319	Q5
Q4523197	Q5
Q4524298	Q5
Q4525502	Q15416 Q1616075
Q4529916	Q46831
Q4531651	Q5
Q4532140	Q7725634
Q4532169	Q134556
Q4535926	Q5
Q4536024	Q11424
Q4547557	Q215380
Q4548110	Q5398426
Q4552089	Q215380
Q4552132	Q52371
Q4552186	Q27787439
Q4555148	Q5
Q4561888	Q2139567
Q4562866	Q7944 Q9001739
Q4564677	Q102356
Q4566389	Q4830453
Q4567898	Q5
Q4571638	Q5
Q4573324	Q43229 Q215380
Q4574497	Q15416
Q4574886	Q18127
Q4577577	Q5
Q4577956	Q15081032 Q936518 Q6881511
Q4579562	Q4830453
Q4579791	
Q4581375	Q476028
Q4582474	Q2065736
Q4584533	Q4830453
Q4584729	Q23397
Q4584760	Q15416
Q4584932	Q1002697
Q4587518	Q5
Q4589180	Q5
Q4590657	Q2354973
Q4591514	Q891854
Q4592336	Q5
Q4605228	Q483639 Q1668024 Q7397 Q165194
Q4605862	Q7944
Q4608419	Q167170
Q4610556	Q28640
Q4612907	Q49773
Q4614415	Q18669875
Q4614798	Q27020041
Q4620674	
Q4621359	Q27020041
Q4624799	Q1190554
Q4625944	Q47154513
Q4631030	Q27787439
Q4632149	Q1190554
Q4633216	Q14350
Q4633350	Q5398426
Q4633775	Q102356
Q4634104	Q5398426
Q4635106	Q52371
Q4635194	Q215380
Q4635600	Q4504495
Q4636678	Q6382533 Q15704239
Q4638685	Q102356
Q4639864	Q5398426
Q4641678	Q15416 Q1358344
Q4642044	Q52371
Q4642412	Q10358588
Q4645288	Q5398426
Q4645563	Q14350
Q4645884	Q14350
Q4646015	Q102356
Q4646438	Q4830453
Q4647426	Q21188110
Q4648203	Q5
Q4649025	Q34442
Q4649026	Q34442
Q4649068	Q34442
Q4649467	Q34442
Q4649521	Q34442
Q4649587	Q18019452
Q4650095	Q7187
Q4650859	Q618779
Q4650904	Q8054
Q4650939	Q4830453
Q4652658	Q11315
Q4653665	Q8054
Q4655251	Q4830453
Q4656240	Q11424
Q4657806	Q5398426
Q4658558	Q5398426
Q4659113	Q482994
Q4660402	Q506240
Q4661035	Q11424
Q4661335	Q11424
Q4661402	Q5398426 Q21191068
Q4661435	Q5
Q4661508	Q131136 Q217526
Q4661514	Q11424
Q4661638	Q11424
Q4662149	Q5
Q4662269	Q5
Q4662283	Q5
Q4665485	Q5
Q4666990	Q5146212 Q79007
Q4666996	Q2354973 Q44377
Q4667407	Q11424
Q4667488	Q11424
Q4667629	Q3914 Q54934129
Q4667714	Q5
Q4667856	Q532 Q1115575
Q4668053	Q271669
Q4668573	Q5398426
Q4668916	Q5
Q4670101	Q5
Q4670446	Q5
Q4672981	Q4830453
Q4676212	Q4830453
Q4676851	Q47461344
Q4677117	Q5398426
Q4677663	Q23413
Q4678620	Q5398426
Q4678959	Q639669 Q5
Q4678966	Q5
Q4679326	Q5
Q4679402	Q5
Q4679584	Q5
Q4679729	Q5
Q4679956	Q5
Q4680814	Q27686
Q4681561	Q5
Q4681702	Q5
Q4681715	Q220505
Q4681892	Q5
Q4682316	Q482994
Q4682732	Q229390 Q11424
Q4683880	Q5
Q4684362	Q5
Q4685169	Q5
Q4685181	Q5
Q4686000	Q5
Q4686735	Q4830453
Q4689103	Q327333
Q4690377	Q1190554
Q4690984	Q1002697
Q4694076	
Q4695257	Q5
Q4695385	Q5
Q4697308	Q134556
Q4697728	Q46970
Q4697847	Q215380
Q4699320	Q35666
Q4700339	Q11424
Q4701043	Q5
Q4701384	Q5
Q4701812	Q5
Q4702896	Q2221906
Q4703729	Q5
Q4704499	Q5
Q4704782	Q5
Q4704926	Q35127
Q4705278	Q33506
Q4705348	Q24354 Q41253
Q4705713	Q5
Q4708496	Q4164871
Q4709134	Q37726
Q4709266	Q35666
Q4711036	Q5
Q4711569	Q680655 Q6560515
Q4711576	Q7278
Q4711641	Q4830453
Q4712340	Q618123
Q4714498	Q5
Q4714679	Q5
Q4716772	Q5
Q4717151	Q5
Q4717370	Q5
Q4718776	Q5
Q4719125	Q5
Q4720457	Q5
Q4722106	Q5
Q4722240	Q5
Q4722604	Q5
Q4722844	Q5
Q4723113	Q5
Q4723494	Q5
Q4724496	Q5
Q4724899	Q5
Q4725083	Q5
Q4725814	Q5
Q4725870	Q5
Q4725963	Q5
Q4726783	Q4830453
Q4727067	Q5
Q4727516	Q5
Q4728345	
Q4729638	Q215380
Q4730786	Q5
Q4730963	Q5
Q4731159	Q11424
Q4731637	Q483110 Q41176
Q4732804	Q5
Q4733721	Q1344
Q4735056	Q23442
Q4736288	Q215380
Q4736465	Q5398426
Q4736618	Q5398426
Q4736661	Q5
Q4737559	Q5
Q4738417	Q5398426
Q4738514	Q5
Q4739377	Q4830453
Q4740860	Q43060
Q4740868	Q1762059
Q4740984	Q56436498
Q4741248	Q5
Q4741767	Q5
Q4742111	Q5
Q4742257	Q5
Q4744363	Q4830453
Q4745386	Q482994
Q4746116	Q18127
Q4746130	Q120544
Q4746748	Q5
Q4746780	Q62078547
Q4747323	Q11424
Q4748066	Q5
Q4748690	Q11424
Q4748857	Q868557
Q4749352	Q5398426
Q4749792	Q215380
Q4749872	Q506240
Q4749911	Q506240
Q4750914	Q1410668
Q4750958	Q13221722
Q4751248	Q5
Q4751261	Q11424
Q4751359	Q11424
Q4751657	Q5633421
Q4751868	Q5
Q4752008	Q11424
Q4752824	Q5398426
Q4754085	Q8502
Q4754092	Q54050
Q4754421	Q5
Q4754548	Q5
Q4754994	Q5
Q4755008	Q5
Q4755097	Q5
Q4756719	Q10648343
Q4756953	Q5
Q4757096	Q5
Q4757388	Q5
Q4758108	Q5
Q4758233	Q5
Q4758495	Q5
Q4758523	Q5
Q4760559	Q5
Q4760626	Q5
Q4761034	Q5
Q4761438	Q5
Q4761497	Q5
Q4762860	Q5
Q4764898	Q11424
Q4764987	Q2438541
Q4766268	Q5
Q4766603	Q5
Q4767237	Q5
Q4768205	Q5
Q4768392	Q5
Q4768522	Q5
Q4768742	Q5
Q4768800	Q5
Q4769192	Q2085381
Q4770537	Q23002039 Q209465
Q4771045	Q11424
Q4771062	Q11424
Q4772211	Q5
Q4772989	Q5
Q4773411	Q5
Q4773519	Q5
Q4773633	Q5
Q4773904	Q28640
Q4774784	Q4618 Q215380
Q4774909	Q8502
Q4775434	Q5
Q4775923	Q5
Q4775991	Q5
Q4776855	Q5
Q4777256	Q5
Q4777426	Q5
Q4777685	Q5
Q4777986	Q2085381
Q4778001	Q5
Q4778621	Q5
Q4779122	Q11424
Q4780334	Q8502
Q4780853	Q1076486
Q4781124	Q23808
Q4781242	Q5290
Q4781673	Q4022
Q4783300	
Q4783658	Q4022
Q4784308	Q11424
Q4784347	Q5
Q4784641	Q1002697
Q4785140	Q6881511 Q4830453
Q4785248	Q219577
Q4785970	Q4022
Q4787038	Q41298
Q4788864	
Q4788914	Q39816
Q4789285	Q46831
Q4789588	Q8054
Q4789633	Q4830453
Q4790031	Q482994
Q4790130	Q5
Q4791244	Q4164871
Q4791546	Q532
Q4791638	Q5398426
Q4791955	Q388227
Q4792591	Q148319
Q4792892	Q5
Q4793427	Q1344
Q4793921	Q5398426
Q4794148	Q5
Q4795059	Q5
Q4795068	Q5
Q4795368	Q1190554
Q4795624	Q15416
Q4796033	Q54050
Q4796282	
Q4797179	
Q4798366	Q5
Q4798832	Q15416
Q4799003	Q5
Q4799874	Q5
Q4800371	Q5
Q4800911	Q28640
Q4801311	Q18127
Q4801711	Q5
Q4802123	Q5
Q4802166	Q5
Q4802421	Q5
Q4803130	Q4830453
Q4803213	Q5
Q4803535	Q196600 Q7058673
Q4805253	Q220505
Q4805450	Q5
Q4805770	Q5
Q4806060	Q180174
Q4806735	Q41298
Q4807842	Q220505
Q4808115	Q41298
Q4808289	Q215380
Q4808665	Q167037
Q4808908	Q1336920
Q4809072	Q6560515
Q4809128	Q4164871
Q4810766	Q837766 Q55095494
Q4810975	Q5
Q4811588	
Q4811604	Q7889
Q4812559	
Q4813347	Q11353
Q4813489	Q2485448 Q6664370
Q4816040	Q3154693
Q4816069	Q220505
Q4816363	Q740445
Q4816430	Q220505
Q4816509	Q5
Q4816806	Q215380
Q4816911	Q5
Q4817153	Q34442
Q4817467	Q56436498
Q4818318	Q215380
Q4818607	Q4164871
Q4818624	Q4164871
Q4818639	Q4164871
Q4818646	Q4164871
Q4818647	Q4164871
Q4818656	Q4164871
Q4818776	Q5
Q4818852	Q8502
Q4819080	Q2088357
Q4819404	Q91312
Q4819829	Q18127 Q2608849
Q4819931	Q215380
Q4820193	Q5
Q4821233	Q79007
Q4822011	Q5741069
Q4822634	Q1002697
Q4822905	Q4830453
Q4823037	Q1377182 Q20925702 Q23002054
Q4823060	Q5
Q4823365	Q54050
Q4824204	Q41298
Q4826245	Q4830453
Q4827454	Q11424
Q4828398	Q160091
Q4828696	
Q4828736	Q35666
Q4828798	Q5
Q4828981	Q11424
Q4829796	Q5
Q4829955	Q482994
Q4830645	Q5
Q4831844	
Q4834017	Q4830453
Q4834787	Q166118
Q4834805	Q35127
Q4834844	
Q4834855	Q4830453
Q4834859	Q11396960
Q4834938	Q18127
Q4834981	Q431289
Q4835011	Q4830453
Q4835575	Q8054
Q4836061	Q3231690
Q4836843	Q55488 Q1335652
Q4838053	Q5
Q4838682	Q46966
Q4838707	Q56436498
Q4840142	Q215380
Q4841476	Q11707
Q4841980	Q4830453
Q4842324	Q5
Q4842921	Q7278
Q4842929	Q11424
Q4847907	Q8054
Q4848658	Q154773
Q4848822	Q4830453
Q4850244	Q8502
Q4850672	
Q4850813	Q39816
Q4851027	Q21191068
Q4851090	Q271669
Q4851208	Q215380
Q4851619	Q5398426
Q4852810	Q3154693
Q4852862	Q4830453
Q4853273	Q215380
Q4853413	Q215380
Q4854601	Q21191068
Q4855898	Q6560515
Q4855944	Q891723
Q4856453	Q6560515
Q4859089	Q5
Q4859309	Q5
Q4859538	Q8054
Q4860909	Q486972
Q4860964	Q46831
Q4861296	Q22698
Q4861642	Q736917 Q1349255
Q4861946	Q751708 Q17343829
Q4862942	Q39614
Q4863585	Q23442
Q4863695	Q11424
Q4863884	Q10283556
Q4864134	Q5
Q4864154	Q5
Q4864682	Q5
Q4864765	Q5
Q4865508	Q5
Q4865966	Q39816
Q4866302	Q5
Q4867159	Q5
Q4867917	Q736917
Q4868296	
Q4868529	Q215380
Q4869724	Q46831
Q4870812	Q178561
Q4872067	Q178561
Q4872482	Q5
Q4872694	Q178561
Q4872951	Q178561
Q4873332	Q5
Q4874481	Q17737
Q4874857	Q188509
Q4875608	Q4830453
Q4875678	Q2743
Q4875979	Q2085381
Q4875989	Q215380
Q4875990	Q11755853
Q4876097	Q35666
Q4876766	Q482994
Q4876923	Q215380
Q4876967	Q215380
Q4877296	Q6866562
Q4877339	Q5
Q4877546	Q39594
Q4877558	Q35666
Q4877752	Q482994
Q4879201	Q27686
Q4879587	Q19563580 Q656720
Q4879683	Q134556
Q4880173	Q4830453
Q4880387	Q5398426
Q4880439	Q5398426
Q4880667	Q1668024 Q35127
Q4881051	Q755017 Q839954
Q4881320	Q215380
Q4881598	Q532
Q4882286	Q220505
Q4884009	Q5
Q4884594	Q27686
Q4885200	Q9135 Q920890 Q166142
Q4885290	Q5
Q4886133	Q5
Q4886516	Q5
Q4887254	Q5
Q4887262	Q1377182 Q23002054 Q1620945
Q4887286	Q5
Q4887441	Q1269299
Q4889559	Q11424
Q4890037	Q1344
Q4890254	Q35666
Q4890278	Q34763
Q4891762	Q23442
Q4891880	Q9135
Q4892210	Q35666
Q4892568	Q618123
Q4893561	Q5
Q4894133	Q212198
Q4895493	Q23442
Q4895636	Q5
Q4895774	Q35666
Q4895800	Q5
Q4895992	Q35666
Q4896233	Q215380
Q4897608	Q5
Q4897674	Q5
Q4897794	Q3918
Q4898132	Q5
Q4898231	Q5
Q4898875	Q5
Q4899300	Q532 Q1115575
Q4900342	Q11424
Q4900556	Q1969448
Q4900909	Q11424
Q4900917	Q11424
Q4901094	Q5
Q4901985	Q11424
Q4902295	Q5
Q4902319	Q5
Q4902388	Q5
Q4902531	Q192283
Q4903032	Q162875
Q4904732	Q5398426
Q4904746	Q5
Q4905546	Q215380
Q4905876	Q5
Q4905960	Q215380
Q4906020	Q15416
Q4906575	Q8502
Q4906955	Q749565
Q4908121	Q5
Q4909437	Q5
Q4909710	Q5
Q4910277	Q5398426 Q1358344
Q4910448	Q5
Q4912090	Q5
Q4912343	Q5
Q4912633	Q5
Q4912644	Q5
Q4913680	Q5
Q4914152	Q35127
Q4914948	Q5633421
Q4915201	Q20741022
Q4915704	Q8502
Q4915838	Q215380
Q4916177	Q5398426
Q4916786	Q24354
Q4917301	Q431603 Q163740
Q4917406	Q532 Q1115575
Q4917627	Q9826
Q4917827	Q5
Q4918111	Q188509 Q1115575
Q4918805	Q5
Q4918848	Q35127
Q4920174	Q641066
Q4921269	Q215380
Q4921480	Q21188110
Q4922332	Q134556
Q4922841	Q5
Q4922919	Q532
Q4923091	Q11032
Q4923161	Q11032
Q4923239	Q55488
Q4923737	Q1076486
Q4923905	Q35666
Q4924438	Q5
Q4924656	Q2088357
Q4925016	Q127910
Q4926016	Q5
Q4927898	
Q4928584	Q482994 Q5398426
Q4928825	Q532
Q4928860	Q7366 Q134556
Q4930069	Q14846918
Q4930299	Q3914 Q23002054
Q4930447	Q5
Q4930581	Q5
Q4931643	Q5
Q4932479	Q5
Q4932728	Q5
Q4933651	Q5
Q4933722	Q5
Q4933839	Q5
Q4933931	Q5
Q4934612	Q5
Q4935023	Q5
Q4935105	Q5
Q4935435	Q5
Q4935748	Q5
Q4936448	Q215380
Q4937781	Q3914
Q4937827	Q4022
Q4938398	Q13005188
Q4938663	Q11424
Q4939444	
Q4940143	Q1076486
Q4940571	Q11424
Q4940996	Q928830 Q22808403
Q4941537	
Q4941895	Q5
Q4943424	Q215380
Q4943557	Q210167
Q4946360	Q1244442 Q159334
Q4946587	Q847017
Q4947204	Q31855
Q4947504	Q11424
Q4947525	Q215380
Q4947808	Q3154693
Q4947907	Q220505
Q4948164	Q220505 Q4830453
Q4948178	Q108325
Q4949913	Q737498
Q4949926	Q8502
Q4950262	Q55488
Q4950875	Q532
Q4950879	Q5
Q4951313	Q35666
Q4951456	Q8502
Q4951718	Q15416
Q4952223	Q35666
Q4953749	Q123705
Q4953936	Q5
Q4954260	Q5
Q4954325	Q5
Q4954451	Q532
Q4955666	Q215380
Q4955889	Q15416
Q4956323	Q23413
Q4956913	Q5
Q4957110	Q3918
Q4958242	Q5
Q4958871	Q5
Q4959660	Q215380
Q4962352	Q5
Q4962835	Q8502
Q4963178	Q5
Q4963401	Q5
Q4964182	Q28640
Q4964420	Q5
Q4964603	Q5
Q4964828	Q5
Q4964881	Q5
Q4964977	Q5
Q4965978	Q123705 Q486972
Q4966678	Q5
Q4966726	Q5
Q4966903	Q23413
Q4967471	Q5398426
Q4967617	Q1378975
Q4967637	Q5
Q4968564	Q483110
Q4968756	Q4830453
Q4971159	Q4830453
Q4971596	Q5
Q4972489	Q15416
Q4973441	Q41298
Q4973636	Q215380
Q4973890	Q5
Q4974182	Q1137809
Q4974526	Q215380
Q4974827	Q220505
Q4974862	Q23442
Q4974907	Q5
Q4975671	Q215380
Q4975973	Q4830453
Q4976167	Q54050
Q4976571	Q5
Q4977406	Q5
Q4978145	Q75520
Q4979700	Q5398426
Q4979936	Q695850
Q4980039	Q5
Q4981639	Q5
Q4981715	Q5398426
Q4981977	Q5
Q4982529	Q3957
Q4982861	Q5
Q4982896	Q5
Q4986938	Q5163953
Q4988656	Q11197007
Q4989906	
Q4990531	Q41014950
Q4992193	Q5
Q4992198	Q5
Q4992445	Q215380
Q4993005	Q18663579
Q4993498	Q5398426
Q4993694	Q43109
Q4993726	Q5
Q4994575	Q18325242 Q15416 Q13406554
Q4994717	Q482994
Q4996598	Q133056
Q4998126	Q56436498
Q4999061	Q3231690
Q4999346	Q52371
Q4999763	Q4387609
Q5000696	Q5
Q5001417	Q483110
Q5001973	Q41298
Q5002155	Q5
Q5002610	Q35666
Q5002850	
Q5003659	Q11424
Q5003742	Q1057954
Q5004199	Q56436498
Q5007975	Q5398426
Q5009273	Q5398426
Q5009276	Q5398426
Q5009282	Q15416
Q5009781	Q8054
Q5009851	Q8054
Q5009962	Q8054
Q5010692	Q15416
Q5010706	Q14350
Q5013150	Q15416
Q5013454	Q618779
Q5013693	Q4830453
Q5014246	Q891723
Q5014962	Q8054
Q5015128	
Q5015620	Q4830453
Q5016439	Q18127
Q5016490	Q3231690
Q5016979	Q38001301 Q131681
Q5017027	Q5398426
Q5017743	Q3914
Q5018152	Q5
Q5019316	Q5
Q5019429	Q1154710
Q5019684	Q220505
Q5020186	
Q5020316	Q28399100 Q15243209
Q5020752	Q75520
Q5021197	Q783794
Q5023969	Q532
Q5024036	Q5
Q5025296	Q18587891 Q4830453
Q5026002	Q5398426
Q5027374	Q123705 Q15243209
Q5027440	Q18691599
Q5027627	Q245016
Q5028250	Q134851 Q618123
Q5029320	Q6560515
Q5029361	Q75848776 Q6560515
Q5029401	
Q5029452	Q6560515
Q5029799	Q4830453
Q5029970	Q6560515
Q5030142	Q7269443 Q6560515
Q5030350	Q6560515
Q5031263	Q220505
Q5032008	Q131681
Q5032031	Q4830453
Q5032806	Q726
Q5032823	Q107679
Q5034036	Q5
Q5034345	Q5
Q5034955	Q191992
Q5035171	Q34763 Q191992
Q5035572	Q15416
Q5035642	Q215380
Q5035895	Q21480300
Q5036759	
Q5037600	Q5
Q5037604	Q54050
Q5038376	Q4688003
Q5039870	Q5
Q5040135	Q5
Q5040418	Q5
Q5042495	Q5
Q5042575	Q5
Q5042663	Q5
Q5042977	Q4830453
Q5043980	Q9826
Q5044361	Q5
Q5045362	Q5
Q5045445	Q5
Q5046817	Q35666
Q5046919	Q5
Q5047132	Q5
Q5047376	Q46831
Q5047415	Q15416
Q5047626	Q5
Q5047771	Q5
Q5048804	Q5
Q5049059	Q8054
Q5049071	Q5398426
Q5049967	Q589282
Q5050527	Q847017
Q5050537	Q4830453
Q5050839	Q2179958
Q5051377	Q18127
Q5051583	Q11424
Q5051825	
Q5052279	Q54050
Q5053244	Q22687
Q5054030	Q27686
Q5054109	Q80962
Q5054396	Q43229
Q5055931	Q5
Q5056111	Q5
Q5056486	Q28803
Q5056508	Q5
Q5056828	Q5
Q5057089	Q5
Q5057130	Q5
Q5057609	Q7725634
Q5057715	Q5398426
Q5057716	Q15416
Q5057754	Q5398426
Q5057924	Q215380
Q5058034	Q7725634
Q5058305	Q9779
Q5058732	Q3469910 Q1060829
Q5058842	Q4022
Q5063092	Q6881511 Q4830453
Q5064127	Q1160920
Q5065559	Q23413
Q5065979	Q11424
Q5067746	Q11424
Q5068409	Q11424
Q5068886	
Q5069591	Q174782
Q5070686	
Q5070939	Q5
Q5071014	Q7725634
Q5071289	Q5
Q5071445	Q5
Q5072299	Q11483816 Q15116915 Q11424 Q2441722 Q1261214
Q5072562	Q5
Q5072821	Q215380
Q5073312	Q271669
Q5073483	
Q5075067	Q5
Q5075109	Q5
Q5076227	Q5
Q5077685	Q5
Q5078353	Q5
Q5078694	Q5
Q5078740	Q5
Q5078934	Q5
Q5079011	Q5
Q5079446	Q5
Q5079668	Q5
Q5080061	Q1307276
Q5081613	Q5
Q5081998	Q5
Q5085960	Q5
Q5086848	Q1110684
Q5087699	Q476028
Q5088502	Q23442
Q5088533	Q56436498
Q5089958	Q5398426
Q5090292	Q4830453
Q5090723	Q5
Q5090825	Q5
Q5091445	Q1664720
Q5093508	Q8502
Q5093626	Q5
Q5094379	Q3231690
Q5094385	Q3231690
Q5094444	Q41176
Q5095621	Q500834
Q5095944	Q5154944 Q163740
Q5096420	Q5
Q5097809	Q4830453
Q5097977	
Q5098328	Q5741069
Q5099114	Q5398426
Q5099509	Q215380
Q5099859	Q4830453
Q5099912	
Q5100609	Q2485448
Q5101954	Q11424
Q5102337	Q11424
Q5103353	Q5
Q5105191	
Q5105843	Q5
Q5106902	Q5
Q5107190	Q5
Q5108775	Q56242250
Q5109064	Q941036 Q3154693
Q5109901	Q17072837
Q5110448	Q5
Q5110936	Q5
Q5111139	Q5
Q5112179	Q5
Q5112276	Q5
Q5112988	Q5
Q5114621	Q4167410
Q5114623	
Q5115479	Q5
Q5116234	Q5
Q5116493	Q35666
Q5116620	Q1311958 Q44377
Q5118436	Q215380
Q5119950	Q8054
Q5120415	Q5741069
Q5120640	Q41298
Q5120700	Q4830453
Q5120729	Q618779
Q5120900	Q4830453
Q5121394	Q11315
Q5121434	Q6664316
Q5122560	Q5398426
Q5123641	Q30129411
Q5123720	Q1867183
Q5124851	
Q5125741	Q5
Q5126116	Q5
Q5126242	Q46831
Q5126979	
Q5127216	Q5
Q5127334	Q46831
Q5127504	Q483110
Q5128774	Q5
Q5129117	Q5
Q5130166	Q47089
Q5130724	Q506240
Q5130936	Q736917
Q5131786	Q220505
Q5132092	Q3154693
Q5132095	Q18608583
Q5132145	Q35666
Q5132205	Q39715
Q5134375	Q1076486
Q5134636	Q5
Q5135833	Q17343829
Q5136296	Q15416
Q5136332	Q15416
Q5137322	Q3558970
Q5137458	Q4539
Q5137462	Q7278
Q5137486	Q3091505 Q4830453
Q5138347	
Q5138825	Q18127
Q5138893	Q46831
Q5140457	Q5
Q5140932	Q4830453
Q5141092	Q532
Q5141309	Q9826
Q5141945	Q46831
Q5142006	Q5
Q5142221	Q7725634
Q5142861	Q41176 Q159334
Q5142990	Q5
Q5146380	Q15416
Q5146381	Q35127
Q5146383	Q15416
Q5147732	Q5
Q5148810	Q3270264 Q189445
Q5148891	Q7840353 Q6024707
Q5149683	Q11032
Q5150135	Q42998 Q163740
Q5151010	Q2001305
Q5151469	Q5398426
Q5151720	Q41298
Q5151740	Q5398426
Q5151961	Q11424
Q5153118	Q15416 Q1955280
Q5153334	Q58884 Q15416 Q3464665 Q1955280
Q5153458	Q43229
Q5155381	Q6560515
Q5156315	Q6560515
Q5157197	Q4164871
Q5158107	Q5
Q5158318	Q5398426
Q5159718	Q375336
Q5161170	Q5633421
Q5161480	Q4164871
Q5161534	Q3270264 Q189445
Q5162303	Q5
Q5164160	
Q5164163	Q7603671
Q5164164	Q7603671
Q5164165	Q7603671
Q5164196	
Q5164203	
Q5164205	Q19889049
Q5164210	
Q5164212	Q7603671
Q5164934	Q35666
Q5165903	Q6560515
Q5166653	Q46831
Q5167437	Q1076486
Q5167536	Q18127
Q5167634	Q4022
Q5168483	Q220505
Q5168859	Q17351862 Q498162
Q5169221	Q6560515 Q63718677
Q5170005	Q46831
Q5170010	Q8502
Q5170583	Q5
Q5171603	Q107679
Q5171800	Q1558054
Q5171849	
Q5173902	Q46966
Q5175057	Q15416 Q1358344
Q5176185	Q8502
Q5176615	Q294414
Q5176750	Q294414
Q5178256	Q4959031 Q752080 Q3509428
Q5178958	Q41176
Q5179055	Q4830453
Q5180227	Q1410668
Q5180408	Q63241860 Q4830453
Q5180460	Q1061151
Q5180936	Q5
Q5181992	Q4830453
Q5182360	Q15416
Q5182604	Q4830453
Q5183141	Q4830453
Q5183358	Q1998962
Q5184216	
Q5184679	Q532
Q5184763	Q35666
Q5185162	Q5398426
Q5185486	Q56731284
Q5185574	Q4677783
Q5186150	Q5
Q5188071	Q4830453
Q5188592	Q5398426
Q5188824	Q4830453
Q5189308	Q4830453
Q5189425	Q8502
Q5189561	Q5398426
Q5192667	Q271669
Q5192992	Q5
Q5193638	Q19958368
Q5194334	Q4830453
Q5194885	Q5
Q5195372	Q5
Q5195706	Q5
Q5195791	Q5
Q5196140	Q1402592
Q5196998	
Q5198250	Q8054
Q5200145	Q5
Q5201323	Q8054
Q5202383	Q3918
Q5204488	Q4830453
Q5205295	Q5
Q5205907	Q220505
Q5205985	Q4830453
Q5206148	Q476028
Q5207215	Q2085381
Q5208397	Q5
Q5208956	Q15416
Q5209131	Q3231690
Q5209336	Q5398426
Q5210598	Q5
Q5211352	Q220505
Q5211387	Q28324850 Q28564
Q5211432	Q11032
Q5212694	Q476028
Q5212771	Q476028
Q5212802	Q5
Q5212814	Q5
Q5213139	Q5
Q5213285	Q5
Q5213294	Q476028
Q5213865	Q5
Q5213901	Q5
Q5213984	Q5
Q5214048	Q5
Q5214208	Q5
Q5214361	Q5
Q5214381	Q41298
Q5215209	Q43229 Q132241
Q5215348	Q215380
Q5215706	Q55488 Q22808404
Q5215718	Q215380
Q5216009	Q1402592
Q5216192	Q4830453
Q5216345	Q5
Q5217822	Q5
Q5218393	Q5
Q5218755	Q5
Q5218980	Q5
Q5219489	Q46831
Q5220109	Q5
Q5221191	Q5
Q5222375	Q5
Q5222557	Q11424
Q5222778	Q5
Q5223846	Q5
Q5224667	Q5
Q5225074	Q5
Q5225759	Q11424
Q5225790	Q233324
Q5226004	Q46831
Q5227135	Q4830453
Q5227873	Q5
Q5228134	Q532
Q5228638	Q5
Q5228943	Q5
Q5229624	Q5
Q5229676	Q5
Q5231211	Q277759 Q7725634 Q63952888
Q5232343	Q5
Q5232463	Q5
Q5232965	Q5
Q5232979	Q5
Q5232982	Q5
Q5233089	Q15416
Q5233645	Q5
Q5235054	Q7889
Q5235384	Q23442
Q5236967	Q5
Q5237196	Q41298
Q5237224	Q5
Q5237377	Q5
Q5239090	Q5
Q5239433	Q5
Q5239519	Q5
Q5239741	Q5
Q5240265	Q5
Q5240765	Q5
Q5240915	Q5
Q5241030	Q5
Q5241699	Q5
Q5241771	Q5
Q5243154	Q215380
Q5245174	Q11424
Q5245810	Q188509
Q5246158	Q5
Q5246249	Q5
Q5246461	Q5
Q5246926	Q5398426
Q5247396	Q4
Q5247397	Q217327
Q5247485	Q5
Q5248211	Q5
Q5248407	Q5
Q5249052	Q11424
Q5249279	Q15562063
Q5249629	Q8054
Q5250154	Q5
Q5250195	Q46831
Q5251057	Q5398426
Q5251230	Q4164871
Q5252683	Q220505
Q5252767	Q482994
Q5252786	Q5
Q5253257	Q19896838
Q5253560	Q740445
Q5253734	Q215380
Q5253878	Q5
Q5253959	Q215380
Q5254556	Q215380
Q5255094	Q46831
Q5255553	Q7278
Q5255590	Q1900755
Q5256257	Q215380
Q5256539	Q5
Q5256666	Q46831
Q5256775	Q4164871
Q5256907	Q46831
Q5257826	Q5
Q5258426	Q5
Q5258570	Q5
Q5258888	Q5
Q5258916	Q5
Q5258947	Q5
Q5259374	Q39715 Q38048707
Q5259605	Q35666
Q5259672	Q641226
Q5259894	Q215380
Q5260949	Q7374547
Q5261035	Q4164871
Q5261065	Q4164871
Q5261073	Q4164871
Q5261074	Q4164871
Q5261430	Q21561328
Q5261507	Q967098
Q5262108	Q5
Q5262999	Q5
Q5263018	Q5
Q5263489	Q5
Q5263592	Q11424
Q5264560	Q46831
Q5264867	
Q5264910	Q3700011
Q5265877	Q3154693
Q5265878	Q543654
Q5266050	Q220505
Q5266092	Q67015883
Q5266387	
Q5266541	Q56436498
Q5266948	Q7725634
Q5267845	Q212198
Q5267978	Q5
Q5268123	Q55488
Q5268212	Q5
Q5268565	Q5
Q5268911	Q5
