Q15	Q5107
Q5421205	Q5633421
Q5421568	Q5
Q5422106	
Q5422299	Q1936384
Q5422306	Q7397
Q5422353	Q5398426
Q5422520	Q4830453
Q5422570	Q5
Q5422628	Q15416
Q5422814	Q11424
Q5422980	Q5
Q5423332	Q5
Q5423358	Q5
Q5423366	Q4830453
Q5423599	Q7889
Q5423772	Q5
Q5423805	Q5
Q5423992	Q5
Q5424899	Q476028
Q5426592	Q758870 Q341
Q5426721	Q19832486
Q5426786	Q4830453
Q5426805	Q190570
Q5427125	Q4830453
Q5427312	Q875583
Q5427578	Q16334295
Q5427783	Q5
Q5427852	Q5
Q5428219	Q5
Q5428822	Q15961987
Q5428890	Q43229
Q5429049	Q12760618
Q5429481	Q5
Q5429804	Q215380
Q5430388	Q17201685
Q5430703	Q222910
Q5430835	Q11315
Q5430958	Q7889
Q5431283	
Q5431353	Q682943
Q5431463	Q18127
Q5431909	Q11424
Q5432040	Q11424
Q5432322	Q482994
Q5432453	Q494829
Q5432792	Q7889
Q5433167	Q15985269
Q5433176	Q1061197 Q141683
Q5433366	Q169930
Q5433375	Q215380
Q5433459	Q5398426
Q5433715	Q4150822
Q5434013	Q5
Q5434155	Q11424
Q5434188	Q220505
Q5434276	Q5398426
Q5434459	Q532
Q5434501	Q482994
Q5434541	
Q5434853	Q486972
Q5434939	Q5398426
Q5435290	Q5
Q5435340	
Q5435410	Q92107 Q2087181
Q5435495	Q215380
Q5435629	Q5
Q5435673	Q41298
Q5435993	Q1115575 Q532
Q5436395	Q215380
Q5436402	Q5
Q5436438	Q3957
Q5436506	Q5
Q5437181	Q4830453
Q5438807	Q5
Q5438923	Q5
Q5438967	Q5
Q5438981	Q5
Q5439125	Q5
Q5439173	Q4830453
Q5439222	Q5
Q5439225	Q5
Q5439229	Q5
Q5439298	Q482994
Q5439656	Q55488
Q5439807	Q1190554
Q5440284	Q6311907
Q5440464	Q16831714
Q5440548	
Q5441028	Q5
Q5441213	
Q5441439	Q134556
Q5441753	Q482994
Q5441945	Q5
Q5441951	Q5
Q5442210	Q5
Q5442247	Q5
Q5442321	Q5
Q5442357	Q5
Q5442487	Q20006438
Q5442573	Q215380
Q5442607	Q18043413
Q5442744	Q860861
Q5442908	Q11424
Q5442921	Q7366
Q5442964	Q55818
Q5443054	Q18536594
Q5443059	Q18536594
Q5444427	Q5
Q5444532	Q5
Q5444784	Q5
Q5444848	Q5
Q5444857	Q5
Q5444891	Q5
Q5445021	Q134556
Q5445034	Q588140
Q5445619	Q5
Q5445628	Q1475691
Q5445850	Q75520
Q5445986	Q269770
Q5446033	Q7366
Q5446248	Q131681
Q5446457	Q8054
Q5446537	Q4830453
Q5446747	Q5
Q5446924	Q174873
Q5447280	Q18127
Q5447421	Q215380
Q5447636	Q15416
Q5447963	Q35127
Q5448418	Q482994
Q5449178	Q134556
Q5449541	Q4164871
Q5449676	Q327333
Q5450019	Q4830453
Q5450106	Q482994
Q5450131	Q55488
Q5450277	Q838795
Q5450281	Q18127
Q5450439	Q17343829
Q5450621	Q5
Q5450653	Q5
Q5450954	Q35666
Q5451889	Q7889
Q5451997	Q7889
Q5452048	Q134556
Q5452134	Q5
Q5452224	Q1076486
Q5452879	Q6866562
Q5452917	Q29348155 Q4164871
Q5453141	Q13406463
Q5453244	Q1190554
Q5453255	Q1747829 Q5
Q5453366	Q215380
Q5453563	Q16970
Q5453596	Q16970
Q5453799	Q640506
Q5453814	Q210167
Q5453847	Q1311958
Q5454086	Q482994
Q5454485	Q131734
Q5454629	
Q5454768	Q4830453
Q5454831	Q8502
Q5455012	Q188686
Q5455126	Q269528
Q5455513	Q12813115
Q5455597	Q35666
Q5455636	Q5
Q5456033	Q16334295
Q5456135	Q215380
Q5456300	Q482994
Q5456707	Q21850100
Q5457395	Q23442
Q5457475	Q726
Q5457864	
Q5458190	Q43229
Q5458348	Q1115575 Q532
Q5458637	Q18127
Q5458676	Q631305 Q54050
Q5458794	Q34763
Q5459061	Q5398426
Q5459412	Q34442
Q5459715	Q11424
Q5459950	Q7889
Q5459990	Q8502
Q5460542	Q498162 Q62049
Q5460655	Q23442
Q5460677	Q5
Q5460736	Q8502
Q5460843	Q5
Q5461269	Q23002054
Q5461319	Q732717
Q5461394	Q18558301 Q17156793
Q5461492	Q1701122
Q5461600	Q23002054 Q189004
Q5461626	Q17156793
Q5461782	Q3246109 Q40434727
Q5462299	Q54050
Q5462480	Q5
Q5462502	Q5
Q5462607	Q482994
Q5462673	Q215380
Q5463155	Q134556
Q5463432	Q3457065
Q5463494	Q4830453
Q5463500	Q215380
Q5463721	Q5
Q5464224	Q15416
Q5464314	Q55488
Q5464603	Q4830453
Q5464605	Q11303
Q5465321	Q5398426
Q5465594	Q20667187
Q5465677	Q215380
Q5465884	Q1076486
Q5466473	Q5154933
Q5466480	Q23002039 Q1336920
Q5466574	Q45242174 Q188509
Q5466797	Q482994
Q5466801	Q47461344
Q5466912	Q506240
Q5467246	Q1248784 Q695850
Q5467369	Q8502
Q5467751	Q3231690
Q5467764	Q3231690
Q5467806	Q811430
Q5467861	Q4830453
Q5467964	Q3231690
Q5468298	Q15416
Q5468334	
Q5468648	Q8502
Q5468807	Q37989229
Q5468896	Q532
Q5469305	Q15219655
Q5469346	Q482994
Q5469589	Q1402592
Q5469693	Q134556
Q5470540	Q46831
Q5470553	Q159334
Q5470665	Q4830453
Q5471083	Q17343829
Q5471091	Q1785071
Q5471699	Q18691599 Q31855
Q5471946	Q1785071 Q28399100 Q33506
Q5472265	Q46622 Q2493021
Q5472663	Q4830453
Q5472730	Q133056
Q5472979	Q2977
Q5474836	Q131681
Q5475027	Q783794
Q5475270	Q5398426
Q5475460	Q5398426
Q5476713	Q1331793 Q219577
Q5476966	Q4830453
Q5477336	Q482994
Q5477612	Q1136342 Q16017119
Q5477799	Q185583 Q167270
Q5477938	Q11424
Q5478086	Q11707
Q5478172	Q5
Q5478210	Q5
Q5478280	Q5
Q5478295	Q5
Q5478366	Q597286
Q5478720	Q5
Q5478786	Q215380
Q5478790	Q5
Q5480032	Q5
Q5480070	Q5
Q5480082	Q5
Q5480354	Q5
Q5480752	Q5
Q5480769	Q5
Q5480863	Q5
Q5481119	Q5
Q5481174	Q5
Q5481248	Q5
Q5481538	Q5
Q5481582	Q5
Q5481712	Q5
Q5482183	Q5
Q5482190	Q5
Q5482567	Q5
Q5482698	Q5
Q5482788	Q5
Q5482898	Q5
Q5482937	Q5
Q5483109	Q846662 Q5398426 Q21190411
Q5483234	Q5
Q5483287	Q46831
Q5483478	Q5
Q5483504	Q5
Q5483856	Q5
Q5484148	Q5
Q5484235	Q273057
Q5484627	Q16466688
Q5484679	Q5
Q5484784	
Q5484825	Q482994
Q5484935	Q5
Q5485887	Q5
Q5485966	Q5
Q5486144	Q5
Q5486310	Q11032
Q5486425	Q5
Q5486470	Q5
Q5486922	Q5
Q5486929	Q5
Q5487007	Q5
Q5487530	Q5
Q5487658	Q5
Q5487704	Q5
Q5487781	Q5
Q5487854	Q5
Q5488300	Q5
Q5488798	Q5
Q5488928	Q5
Q5488954	Q15773317 Q15632617
Q5489114	Q152810
Q5489275	Q5
Q5489320	Q5
Q5489328	Q5
Q5489364	Q5
Q5490172	Q5
Q5490286	Q5
Q5490290	Q5
Q5490896	Q215380
Q5490897	Q5398426
Q5490994	Q482994
Q5491285	Q5
Q5491762	Q23002054 Q3918
Q5491893	Q5
Q5491992	Q9035798
Q5492004	Q17201685
Q5492362	Q5
Q5492386	Q5
Q5492690	Q5
Q5492694	Q5
Q5493008	Q5
Q5493151	Q5
Q5493169	Q5
Q5494065	Q4830453
Q5494239	Q7889
Q5494570	Q5
Q5494927	Q134556 Q7366
Q5494928	Q5
Q5494947	Q5
Q5494954	Q5
Q5495167	Q5
Q5495239	Q5
Q5495988	Q5
Q5496220	Q5
Q5496618	Q5
Q5496628	Q5
Q5496633	Q482994
Q5496654	Q5
Q5496757	Q5
Q5496865	Q7725634
Q5497024	Q5
Q5497168	Q5
Q5497306	Q5
Q5497336	Q5
Q5497368	Q5
Q5497403	Q5
Q5497407	Q5
Q5497607	Q5
Q5497619	Q5
Q5497732	Q5
Q5497811	Q5
Q5497889	Q5
Q5497894	Q5
Q5497895	Q5
Q5497916	Q5
Q5497987	Q5
Q5498157	Q5
Q5498203	Q5
Q5498219	Q5
Q5498268	Q5
Q5498311	Q5
Q5498652	Q23442 Q24576816
Q5498753	Q5
Q5498822	Q1936384
Q5498988	Q5
Q5499057	Q5
Q5499073	Q5
Q5499417	Q5
Q5499463	Q5
Q5499739	Q482994
Q5500154	
Q5500191	Q482994
Q5500257	Q353163
Q5500540	Q7889
Q5501311	Q631305
Q5501472	Q39614
Q5501646	Q736917
Q5501932	Q482994
Q5501998	Q1051067
Q5502103	Q11446
Q5502267	Q11446
Q5503701	Q8502
Q5503780	Q5
Q5503981	Q3119075
Q5504009	Q24862
Q5504808	Q5
Q5504818	Q5
Q5505273	Q1344
Q5505299	Q7889
Q5505339	Q740445
Q5505563	Q5398426
Q5505722	Q5
Q5505964	Q5398426
Q5506004	Q5398426
Q5506215	Q39816
Q5506216	Q35666
Q5506258	Q11424
Q5506265	Q8502
Q5506275	Q7725634
Q5506283	Q210167
Q5506560	Q8502
Q5506571	Q101352
Q5506800	Q3558970
Q5506823	Q2485448 Q6664370
Q5506857	Q5
Q5506911	Q4830453
Q5507060	
Q5507176	
Q5507336	Q532
Q5507730	Q8502
Q5508018	Q4830453
Q5508043	Q10648343
Q5508081	Q3464665
Q5508404	Q5
Q5508761	Q79007
Q5508877	Q163740
Q5509140	Q5
Q5509807	Q21000333 Q7884789
Q5509821	Q15079663
Q5510002	Q4830453
Q5510683	Q4830453
Q5510915	Q215380
Q5511140	Q5741069
Q5511189	
Q5511301	Q1076486 Q41176
Q5511331	Q5
Q5511690	Q5398426
Q5511700	Q8502
Q5512020	Q5
Q5512312	Q5
Q5512394	Q5
Q5512418	Q507619
Q5512473	Q5
Q5512896	Q8054
Q5512917	Q680879 Q643532
Q5512926	Q7889
Q5513026	Q19832486
Q5513053	Q1076486 Q641226 Q1049757
Q5513241	Q618779
Q5513301	Q19832486
Q5513418	Q773668 Q11032
Q5513804	Q5398426
Q5513805	Q5398426
Q5514498	Q6008527
Q5514541	Q4830453
Q5514595	Q5398426
Q5514893	Q19832486
Q5514900	Q19832486
Q5514920	Q19832486
Q5514951	Q5514953
Q5514977	Q2356441
Q5514980	Q2356441
Q5514984	Q2356441
Q5515292	Q11424
Q5515575	Q5
Q5515827	Q5
Q5515946	Q5
Q5516232	Q12280
Q5516692	Q5
Q5517101	Q5
Q5517210	Q4830453
Q5517321	Q6866562
Q5517322	Q8502
Q5517419	Q5
Q5517440	Q5
Q5517724	Q7889
Q5518048	Q11424
Q5518068	Q2419662
Q5518271	Q271669
Q5518398	Q133056
Q5518558	Q8502
Q5518795	Q8502 Q194408
Q5519230	Q35666
Q5519329	Q7889
Q5519823	Q7889
Q5519876	Q5398426
Q5519916	Q41298
Q5519964	
Q5519984	Q4830453
Q5519993	Q482994
Q5520071	Q5398426
Q5520100	Q21191068
Q5520129	Q4830453
Q5520169	Q1530705
Q5520626	Q486972
Q5520944	Q11424
Q5520986	Q11424
Q5521108	Q215380
Q5521133	Q1076486
Q5521184	Q215380
Q5521286	Q14350
Q5521344	Q11424
Q5521588	Q5
Q5521771	Q4830453
Q5522292	Q4830453
Q5522357	Q476028
Q5522392	Q482994
Q5522704	Q55488
Q5522708	Q55488
Q5522718	Q55488
Q5522737	Q55488
Q5522907	Q5
Q5522954	Q5
Q5522979	Q4830453
Q5522998	Q5
Q5523201	Q4830453
Q5523206	Q740445
Q5523329	Q5
Q5523545	Q66458650
Q5523654	Q5
Q5523884	Q5
Q5523891	Q5
Q5524353	Q5
Q5524355	Q5
Q5524372	Q5
Q5524543	Q55488
Q5524810	Q5
Q5524815	Q5
Q5524935	Q5
Q5524995	Q5
Q5525235	Q5
Q5525400	Q5
Q5525534	Q5
Q5525548	Q5
Q5525642	Q5
Q5525826	Q5
Q5525830	Q5
Q5525833	Q5
Q5525897	Q5
Q5526093	Q5
Q5526135	Q5
Q5526194	Q5
Q5526201	Q5
Q5526231	Q5
Q5526267	Q3231690
Q5526335	
Q5526372	Q486972
Q5526565	Q5
Q5526762	Q7725634
Q5526966	Q879050
Q5526970	Q4830453
Q5527268	Q1132998 Q30304302
Q5527445	Q35666
Q5527458	Q7889
Q5527843	
Q5527997	Q5
Q5528119	Q5
Q5528222	Q5
Q5528272	Q5
Q5528573	Q11424
Q5528746	Q5
Q5529271	Q3558970
Q5529303	Q1639634
Q5529884	Q3231690
Q5529951	Q5
Q5530182	Q5
Q5530288	Q11424
Q5530301	Q7889
Q5530399	Q55488
Q5530429	
Q5531306	Q5
Q5531385	Q5
Q5531489	Q5
Q5531546	Q4830453
Q5531610	Q7889
Q5531701	Q860861
Q5531727	
Q5531759	Q11424
Q5531850	Q4830453
Q5531938	Q4830453
Q5532044	Q4830453
Q5532275	Q9826
Q5532745	Q43229
Q5533087	Q5
Q5533440	
Q5533567	Q21129801 Q341
Q5533684	Q35666
Q5533701	Q482994
Q5533991	Q35666
Q5534099	Q5
Q5534120	Q5
Q5534320	Q5
Q5534325	Q5
Q5534443	Q5
Q5534457	Q5
Q5534541	Q5
Q5534596	Q5
Q5534600	Q5
Q5534609	Q5
Q5534632	Q5
Q5534651	Q5
Q5534707	Q5
Q5535307	Q7725634
Q5535418	
Q5535690	Q5
Q5535950	Q5
Q5535980	Q5
Q5536172	Q5
Q5536184	Q5
Q5536268	Q5
Q5536450	Q5
Q5536946	Q5
Q5537114	Q5
Q5537387	Q5
Q5538108	Q5
Q5538114	Q5
Q5538144	Q5
Q5538151	Q5
Q5538200	Q5
Q5538605	Q5
Q5538664	Q5
Q5538828	Q5
Q5538917	Q5
Q5538990	Q5
Q5539185	Q5
Q5539358	Q5
Q5539397	Q5
Q5539564	Q5
Q5539924	Q5
Q5539965	Q5
Q5540145	Q5
Q5540240	Q5
Q5540252	Q5
Q5540309	Q5
Q5540403	Q5
Q5540595	Q5
Q5540801	Q5
Q5540810	Q5
Q5540922	Q5
Q5540961	Q5
Q5540984	Q5
Q5541101	Q5
Q5541133	Q5
Q5541173	Q5
Q5541452	Q5
Q5541472	Q5
Q5541481	Q5
Q5541544	Q5
Q5541573	Q16274795
Q5541584	Q5
Q5541788	Q5
Q5541969	Q5
Q5542007	Q5
Q5542035	Q5
Q5542098	Q5
Q5542423	Q5
Q5542508	Q5
Q5542865	Q5
Q5543096	Q5
Q5543114	Q5
Q5543277	Q5
Q5543286	Q5
Q5543502	Q5
Q5543720	Q5
Q5544160	Q5
Q5544179	Q5
Q5544234	Q5
Q5544331	Q5
Q5544646	Q5
Q5544647	Q5
Q5544786	Q5
Q5545104	Q5
Q5545105	Q5
Q5545244	Q5
Q5545313	Q5
Q5545374	Q5
Q5545411	Q5
Q5545414	Q5
Q5545693	Q5
Q5546035	Q1321960
Q5546091	Q5
Q5546498	Q5
Q5546647	Q5
Q5546895	Q5
Q5546925	Q5
Q5547370	Q17156793
Q5547427	Q41176
Q5547838	Q17156793
Q5548102	Q5
Q5548217	Q5
Q5548742	Q5
Q5548845	Q872181
Q5548915	Q5
Q5549010	Q5
Q5549082	Q5
Q5549157	Q5
Q5549277	Q5
Q5549426	Q5
Q5549642	Q5
Q5549716	Q5
Q5549906	Q5
Q5549920	Q5
Q5549961	Q5
Q5550084	Q5
Q5550137	Q5
Q5550584	Q5
Q5550768	Q5
Q5550847	Q215380
Q5551692	Q428661
Q5551714	Q428661
Q5551776	Q428661
Q5552370	Q65943
Q5553182	Q5
Q5553401	Q5
Q5553465	Q5
Q5553684	
Q5553892	Q482994
Q5554000	Q18127
Q5554037	Q7366
Q5554153	Q215380
Q5554488	Q5985490
Q5554542	Q21198342
Q5554651	Q506240
Q5554843	Q5
Q5555264	Q5
Q5555333	Q37726
Q5555946	Q179348
Q5556018	Q15125752
Q5556168	Q1778821
Q5556386	Q5
Q5556387	Q5
Q5556623	Q5
Q5556883	Q532
Q5557323	Q7889
Q5557586	Q5
Q5557918	Q5
Q5558139	Q5
Q5558236	Q5
Q5559073	Q127910
Q5559619	Q5
Q5559644	Q5
Q5560338	Q4830453
Q5560660	Q5
Q5560794	Q5
Q5561237	Q5
Q5561526	Q5
Q5561685	Q5
Q5562225	Q5
Q5562331	Q6866562
Q5563127	Q22808404 Q55488
Q5563972	Q5
Q5564108	Q11424
Q5564284	Q5
Q5564672	Q5398426
Q5564832	Q215380
Q5564910	Q5
Q5565065	Q215380
Q5565908	Q8502
Q5565944	Q176165 Q341
Q5566142	Q4830453
Q5566270	Q5398426
Q5566315	Q123705
Q5566385	Q5
Q5566465	Q5
Q5566795	Q11032
Q5566831	Q1076486
Q5566950	Q7075
Q5567101	Q5
Q5567850	Q5
Q5567861	Q5
Q5567954	Q55488
Q5567956	Q1115575 Q532
Q5568253	Q3257686
Q5568495	Q34442
Q5568496	Q11670533 Q55488
Q5568712	Q5
Q5568759	Q5
Q5568832	Q43229
Q5568842	Q5
Q5568872	Q5
Q5568975	Q581714
Q5569023	Q5
Q5569367	Q532 Q269528
Q5569389	Q5398426
Q5569650	Q127910
Q5569957	Q482994
Q5570054	Q13393265
Q5570068	Q482994
Q5570189	Q4830453
Q5570193	Q127910
Q5570527	Q5
Q5570693	Q155271
Q5570754	Q4830453
Q5570878	Q12308941
Q5571176	Q5
Q5571295	Q5398426
Q5571410	Q5
Q5571519	
Q5572155	Q5
Q5572165	Q54050
Q5572404	Q2088357
Q5572848	Q5
Q5572991	Q207694
Q5573653	Q5
Q5574390	Q18127
Q5574558	Q11424
Q5574652	Q5398426
Q5575109	Q190928 Q16274795
Q5575439	Q210167
Q5575485	Q7889
Q5575847	Q482994
Q5575874	Q482994
Q5575877	Q17343829
Q5576310	Q8502 Q194408
Q5577744	Q5398426
Q5577795	Q215380
Q5578358	Q5
Q5578372	Q532
Q5578764	Q18127
Q5579263	Q54050
Q5579611	Q7889
Q5580153	Q46537070
Q5580299	Q388227
Q5580330	Q215380
Q5580371	Q532
Q5580452	Q8502
Q5580832	Q5
Q5582424	Q134556
Q5582428	Q5398426
Q5582463	Q5398426
Q5582564	
Q5582627	Q5398426
Q5582862	Q515 Q1549591
Q5582904	Q4830453
Q5583066	Q11424
Q5583748	Q4830453
Q5583755	Q811430
Q5583890	Q5
Q5584012	Q54050
Q5584597	Q5
Q5584783	Q5
Q5584896	Q5
Q5585135	Q5
Q5585158	Q5
Q5585226	Q5
Q5585382	Q5
Q5585393	Q5
Q5585420	Q5
Q5585431	Q5
Q5585469	Q5
Q5585508	Q5
Q5585674	Q5
Q5585933	Q39816
Q5586137	Q215380
Q5586585	Q482994
Q5586936	Q123705
Q5587042	Q3558970
Q5587474	Q271669
Q5587602	Q1078765
Q5587606	Q532
Q5587655	Q4830453
Q5587777	Q3119075
Q5587992	Q734454
Q5587994	Q482994
Q5588418	Q3119075
Q5588447	Q4830453
Q5588833	Q1110684
Q5589345	Q1802419
Q5589657	Q294414
Q5589671	Q4164871
Q5589680	Q17279032 Q4164871
Q5589723	Q294414
Q5589725	Q17279032 Q4164871
Q5589726	Q294414
Q5589762	Q618779
Q5589906	Q5
Q5589993	Q123705
Q5590005	Q8502
Q5590273	Q21198342 Q503106
Q5590851	Q5
Q5590938	Q482994
Q5591194	Q5
Q5591208	Q5
Q5591503	Q23002054 Q6540832
Q5592209	Q5
Q5592223	Q5
Q5592638	Q5
Q5592758	Q5
Q5593237	Q5
Q5593429	Q5
Q5593539	Q5
Q5593841	Q41254
Q5593843	Q41254
Q5593871	Q618779
Q5594229	Q5
Q5594413	Q18127
Q5594928	Q7889
Q5594930	Q7889
Q5595004	Q12323
Q5595486	Q482994
Q5595870	Q9826 Q1080794
Q5595956	Q123705
Q5596289	Q5
Q5596328	Q5
Q5596413	Q5
Q5597391	Q8502 Q194408
Q5597703	Q215380
Q5598167	Q8502
Q5598179	Q35666
Q5598527	Q5
Q5598557	Q5398426
Q5598675	Q1367500
Q5601207	Q222910
Q5601323	Q482994
Q5601432	Q482994
Q5602039	
Q5602389	
Q5603103	
Q5603843	Q1248784
Q5605224	Q5
Q5605459	Q5
Q5605863	Q5
Q5605944	Q5
Q5606063	Q7889
Q5606421	Q5
Q5606565	Q5
Q5606657	Q5
Q5606816	Q5
Q5606899	Q5
Q5607055	Q5
Q5607097	Q5
Q5607102	Q5
Q5607741	Q5
Q5607798	Q215380
Q5608021	Q5
Q5608257	Q726
Q5608544	Q7889
Q5608758	Q11424
Q5608794	Q5
Q5608810	Q5
Q5608918	Q5
Q5609059	Q5
Q5609276	Q5
Q5609708	Q482994
Q5610195	Q8502 Q194408
Q5610260	Q46831
Q5610314	Q134556
Q5610440	Q188509
Q5610478	Q8502
Q5610520	
Q5610596	Q8502 Q194408
Q5610899	Q506240
Q5611053	Q4830453
Q5611132	Q9135
Q5611194	Q482994
Q5611348	Q54050
Q5611605	Q482994
Q5611961	Q35666
Q5612256	Q4830453
Q5612537	Q5
Q5612886	Q22808403 Q928830
Q5613770	Q5
Q5613931	Q4830453
Q5614472	Q55488
Q5614563	Q1640824
Q5615206	Q4830453
Q5615797	Q476028
Q5616644	Q3558970
Q5616881	Q5
Q5617104	Q486972
Q5617202	Q5
Q5617212	Q11424
Q5617763	Q5398426
Q5617890	Q486972
Q5617915	Q1248784
Q5618746	Q3558970
Q5618790	Q4830453
Q5618940	Q5
Q5619002	Q5
Q5619018	Q5
Q5619260	Q5
Q5619521	Q3700011
Q5619651	Q5
Q5619922	Q5
Q5620271	Q5
Q5620404	Q3918
Q5620682	Q5
Q5620722	Q5
Q5620753	Q5
Q5620771	Q5
Q5620785	Q5
Q5621091	Q46831
Q5621120	Q3558970 Q486972
Q5621157	Q5
Q5621232	Q5
Q5621340	Q5
Q5621512	Q5
Q5621521	Q5
Q5621541	Q23002054 Q1377182
Q5621576	Q5
Q5622062	Q5
Q5622067	Q5
Q5622258	Q5
Q5622404	Q5
Q5622596	Q5
Q5622678	Q5
Q5622820	Q23442
Q5623146	Q486972
Q5623530	Q12323
Q5624327	Q18536594
Q5625230	Q532
Q5625769	Q5
Q5626576	Q532 Q486972
Q5627984	Q21191068
Q5628099	Q5
Q5629452	Q7278
Q5630211	Q4830453
Q5630244	Q331795
Q5630307	Q161705
Q5630326	Q11446
Q5630824	Q174736
Q5630829	Q161705
Q5630849	Q11446
Q5630900	Q174736 Q599046
Q5630907	Q174736 Q599046
Q5630918	Q11446
Q5630974	Q683363
Q5631680	Q11446
Q5631771	Q174736
Q5632224	Q2607934
Q5632335	Q11446
Q5632615	Q2811
Q5632663	Q2811
Q5633170	Q161705
Q5633421	Q21114848 Q39725049
Q5633665	Q4818021
Q5634004	Q11446
Q5634111	Q2811
Q5634191	Q170013
Q5634285	Q11446
Q5634294	Q11479409
Q5634699	Q2811
Q5634766	Q11446
Q5635495	Q2001305
Q5635636	
Q5636015	Q559026
Q5636057	Q41176
Q5636154	Q4830453
Q5636285	Q215380
Q5637076	Q8502
Q5637394	Q43229
Q5637480	Q486972
Q5637845	Q5
Q5638145	Q4022
Q5638298	Q482994
Q5638345	Q133056
Q5638355	Q5
Q5638705	Q15416
Q5638868	Q5398426
Q5638918	Q17205774
Q5638946	Q159334
Q5639263	Q2418495 Q269770
Q5639598	Q5398426
Q5640076	Q532
Q5640185	Q532
Q5640726	Q5
Q5640780	Q5
Q5640942	Q5
Q5641623	Q1365419
Q5641635	Q18127
Q5641875	Q107679
Q5641971	Q134556
Q5643306	Q215380
Q5643674	Q55488
Q5643747	Q8502
Q5644113	Q8502
Q5644124	Q13406463
Q5644505	Q8502
Q5644610	Q5
Q5644620	Q5
Q5644631	Q5
Q5644737	Q11424
Q5644842	Q55488
Q5645101	Q42998 Q215380
Q5645273	Q5
Q5645966	Q955824
Q5646174	Q641226
Q5646399	Q5
Q5646517	Q5
Q5646620	Q5
Q5647369	Q618123
Q5647486	Q54050
Q5647979	Q11229656
Q5648038	Q7889
Q5648049	Q8502
Q5648875	Q5
Q5648943	Q740445
Q5649355	Q17343829
Q5649658	Q5
Q5649714	Q5398426
Q5650209	Q5
Q5650579	Q5
Q5650816	Q5
Q5651047	Q8502 Q194408
Q5651049	Q23442
Q5651057	Q23442 Q54050
Q5651359	Q5
Q5651400	Q5
Q5651453	Q81669
Q5652291	Q11424
Q5652570	Q5
Q5653224	Q5
Q5654173	Q55488
Q5654524	Q5
Q5654782	Q5398426
Q5654964	Q5
Q5655139	Q482994
Q5655299	Q11424
Q5655421	Q5398426
Q5655757	Q222910
Q5656001	Q8502
Q5656315	Q133056
Q5656550	Q4830453 Q3661311
Q5656589	Q5
Q5656595	Q811430
Q5657363	Q5
Q5657370	Q532
Q5657382	Q5
Q5659494	
Q5660216	Q5
Q5660294	Q5
Q5660436	Q5
Q5660438	Q5
Q5660853	Q5
Q5661097	Q5
Q5661212	Q5
Q5661234	Q5
Q5661412	Q5398426
Q5661638	Q5
Q5661776	Q5
Q5661818	Q5
Q5662057	Q5
Q5662732	Q5
Q5663006	Q54050
Q5663611	Q131734
Q5663756	Q486972
Q5663943	Q486972
Q5664462	Q54050 Q271669
Q5664605	Q5
Q5665114	Q39816
Q5665689	Q740445
Q5666011	Q17198620
Q5666115	Q15125752
Q5666213	Q215380
Q5666469	Q5
Q5666700	Q15416
Q5666911	Q15125752
Q5667502	Q5
Q5667643	Q15125752
Q5667748	Q15125752
Q5667951	Q15125752
Q5668096	Q15125752
Q5668299	Q486972
Q5668305	Q15125752
Q5668851	Q5
Q5669010	Q5
Q5669067	Q486972
Q5669153	Q5
Q5669529	Q5
Q5670091	Q5
Q5670208	Q5
Q5670266	Q5
Q5670607	Q5
Q5671705	Q5
Q5672048	Q11032
Q5673365	Q5
Q5673483	Q5
Q5674612	Q15125752
Q5676724	Q11424
Q5676815	Q7889
Q5677102	Q5
Q5677104	Q271669
Q5677529	Q5
Q5677591	Q5
Q5677694	Q5
Q5677782	Q5
Q5677787	Q15125752
Q5677806	Q15125752
Q5677825	Q35666
Q5678091	Q532
Q5678407	Q532
Q5678522	Q532
Q5678740	Q15125752
Q5679009	Q5
Q5679240	Q8502 Q194408
Q5679259	Q8502
Q5679430	Q15125752
Q5679453	Q11424
Q5679645	Q5
Q5679876	Q15125752
Q5680276	Q39594 Q45776
Q5680522	Q486972
Q5680586	Q15125752
Q5680748	Q15125752
Q5680781	Q15125752
Q5680894	Q15125752
Q5681084	Q5
Q5681378	Q15125752
Q5681484	Q15125752
Q5681562	Q11424
Q5681663	Q15125752
Q5681754	Q532
Q5681896	Q15125752
Q5681957	Q15125752
Q5682029	Q15125752
Q5682275	Q11353
Q5682278	Q15125752
Q5682366	
Q5682374	Q101352
Q5682483	Q15125752
Q5682618	Q15125752
Q5683687	Q532
Q5683778	Q15125752
Q5684301	Q15125752
Q5684725	Q1078765
Q5685597	Q15125752
Q5686453	Q39594 Q45776
Q5687013	Q215380
Q5687087	Q15125752
Q5687194	Q35666
Q5687398	Q476028
Q5687666	Q23442
Q5689175	Q23442
Q5689401	Q4164871
Q5690611	Q4830453
Q5691390	Q5398426
Q5692496	Q24862
Q5692629	Q15125752
Q5692722	Q134556
Q5693052	Q15125752
Q5693293	Q4022
Q5693604	Q8502
Q5694091	Q5
Q5694180	Q5
Q5694761	Q482994
Q5694766	Q11424
Q5694787	Q5398426
Q5695101	Q134556
Q5695300	Q215380
Q5695731	Q7889
Q5697264	Q5
Q5697910	Q631305
Q5698750	Q35666
Q5698792	Q11424
Q5699390	Q5
Q5699425	Q1166625
Q5699477	Q35666
Q5700725	Q5
Q5701082	Q5
Q5701088	Q11424
Q5701463	Q5
Q5701997	Q5
Q5702800	Q15125752
Q5703383	Q5
Q5703864	Q5
